DisplayID;DisplayHole;DisplayDiagonal;Resolution;DisplayType;DisplayColorDepth;DisplayIllumination;DisplayRefreshRate
2657;;152 mm;1920x1080;Yes;24 bit/pixel;Yes;
2658;;145 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;LED;
2659;;144 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;LED;
2660;;35.5 mm;400x400;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2661;;101 mm;640x1136;Color IPS TFT LCD display;24 bit/pixel;Yes;
2662;;152.4 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2663;;114.3 mm;480x800;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2664;;102 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
2665;;119 mm;720x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2666;;337.82 mm;3200x1800;Color IPS TFT LCD display;24 bit/pixel;LED;
2667;;294.64 mm;1920x1080;Color IPS TFT LCD display;24 bit/pixel;Yes;
2668;;35.3 mm;390x390;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2669;;245.8 mm;1536x2048;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2670;;152.14 mm;2160x1080;Color IPS TFT LCD display;24 bit/pixel;LED;
2671;;149.86 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
2672;;119 mm;750x1334;Color IPS TFT LCD display;24 bit/pixel;LED;
2673;;145 mm;1440x2560;Color PVA TFT LCD display;24 bit/pixel;LED;
2674;;139 mm;720x1280;Yes;24 bit/pixel;LED;
2675;;86.36 mm;480x854;Color ASV TFT LCD display;24 bit/pixel;Yes;
2676;;127 mm;720x1280;Color PVA TFT LCD display;24 bit/pixel;LED;
2677;;203.2 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2678;;119.4 mm;720x1280;Color IPS TFT LCD display;18 bit/pixel;Yes;
2679;;33 mm;320x320;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2680;;144.8 mm;1440x2560;Color ASV TFT LCD display;24 bit/pixel;Yes;
2681;;130.8 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2682;;256.54 mm;1280x800;Color IPS TFT LCD display;24 bit/pixel;LED;
2683;;134.6 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;LED;
2684;;125.1 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2685;;145.3 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;LED;
2686;;88 mm;320x480;Color IPS TFT LCD display;18 bit/pixel;Yes;
2687;;304.8 mm;2880x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2688;;149.35 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
2689;;139 mm;1080x1920;Color PVA TFT LCD display;24 bit/pixel;LED;
2690;;145 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2691;;160.78 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;LED;
2692;;129.3 mm;1440x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2693;;127 mm;1280x720;Yes;24 bit/pixel;Yes;
2694;;109 mm;800x480;Color TN-TFT LCD display;24 bit/pixel;Yes;
2695;;119.4 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;Yes;
2696;;139.7 mm;1080x1920;Color PVA TFT LCD display;24 bit/pixel;Yes;
2697;;127 mm;720x1280;Color ASV TFT LCD display;24 bit/pixel;LED;
2698;;312.42 mm;1920x1200;Color TN-TFT LCD display;24 bit/pixel;Yes;
2699;;175 mm;600x1024;Color IPS TFT LCD display;24 bit/pixel;Yes;
2700;;172 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2701;;138.68 mm;1440x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2702;;139.7 mm;1280x720;Color IPS TFT LCD display;24 bit/pixel;LED;
2703;;119.4 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2704;;177.3 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2705;;81 mm;320x480;Color IPS TFT LCD display;24 bit/pixel;Yes;
2706;;145 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2707;;144 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
2708;;114.1 mm;480x800;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2709;;139.04 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;LED;
2710;;162 mm;1080x2040;Color IPS TFT LCD display;24 bit/pixel;LED;
2711;;246 mm;1536x2048;Color IPS TFT LCD display;24 bit/pixel;Yes;
2712;;145 mm;1440x2560;Color TN-TFT LCD display;24 bit/pixel;Yes;
2713;;114.3 mm;720x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2714;;132 mm;1440x2560;Color TN-TFT LCD display;24 bit/pixel;Yes;
2715;;116 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;LED;
2716;;139.5 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2717;;178 mm;1200x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2718;;312.42 mm;2400x1600;Color ASV TFT LCD display;24 bit/pixel;Yes;
2719;;152 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;LED;
2720;;255.4 mm;1200x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2721;;88.9 mm;320x480;Color TN-TFT LCD display;;Yes;
2722;;178.3 mm;600x1024;Color IPS TFT LCD display;24 bit/pixel;Yes;
2723;;256.54 mm;2560x1600;Color IPS TFT LCD display;24 bit/pixel;Yes;
2724;;152 mm;1080x1800;Color IPS TFT LCD display;24 bit/pixel;Yes;
2725;;160.78 mm;1440x2560;Color ASV TFT LCD display;24 bit/pixel;Yes;
2726;;;240x320;Monochrome STN LCD display;;ELP;
2727;;163.6 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2728;;114 mm;720x1820;Color IPS TFT LCD display;24 bit/pixel;Yes;
2729;;;128x128;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2730;;125.2 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2731;;138.7 mm;1080x1800;Color ASV TFT LCD display;24 bit/pixel;Yes;
2732;;256 mm;1200x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2733;;139.7 mm;720x1280;Color ASV TFT LCD display;24 bit/pixel;Yes;
2734;;294.64 mm;1366x768;Color TN-TFT LCD display;24 bit/pixel;Yes;
2735;;114 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2736;;139.7 mm;720x1280;Color PVA TFT LCD display;24 bit/pixel;Yes;
2737;;101.6 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2738;;134 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2739;;175 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2740;;40.64 mm;256x320;Color IPS TFT LCD display;24 bit/pixel;Yes;
2741;;337.82 mm;1920x1080;Color IPS TFT LCD display;24 bit/pixel;Yes;
2742;;35 mm;240x240;Color TN-TFT LCD display;24 bit/pixel;Yes;
2743;;246.3 mm;1536x2048;Color IPS TFT LCD display;24 bit/pixel;LED;
2744;;138.6 mm;1440x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2745;;109.2 mm;480x800;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2746;;256.54 mm;1600x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2747;;177.7 mm;800x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2748;;151.38 mm;1440x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2749;;139.04 mm;1080x1800;Color IPS TFT LCD display;24 bit/pixel;Yes;
2750;;162.56 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2751;;134.62 mm;720x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2752;;152.4 mm;720x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2753;;200 mm;1536x2048;Color IPS TFT LCD display;24 bit/pixel;Yes;
2754;;119.4 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2755;;167 mm;1440x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2756;;126.3 mm;720x1280;Color AM-OLED display;;Self-illuminating;
2757;;132 mm;1440x2560;Color PVA TFT LCD display;24 bit/pixel;Yes;
2758;;138.6 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2759;;139.7 mm;720x1280;Color IPS TFT LCD display;18 bit/pixel;Yes;
2760;;178 mm;800x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2761;;102 mm;480x800;Color IPS TFT LCD display;;Yes;
2762;;145 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2763;;30.98 mm;240x240;Color IPS TFT LCD display;24 bit/pixel;Yes;
2764;;139 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2765;;203.2 mm;800x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2766;;132.2 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2767;;162.56 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2768;;162.56 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2769;;121.92 mm;720x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2770;;152.4 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
2771;;86.36 mm;540x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
2772;;40.46 mm;256x320;Color TN-TFT LCD display;24 bit/pixel;Yes;
2773;;100.84 mm;480x800;Color TN-TFT LCD display;18 bit/pixel;Yes;
2774;;139.7 mm;1080x1800;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2775;;203 mm;1536x2048;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2776;;151.9 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2777;;152 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;LED;
2778;;39.1 mm;320x320;Color TN-TFT LCD display;24 bit/pixel;Yes;
2779;;203.1 mm;1536x2048;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2780;;130.8 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2781;;149.86 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2782;;337.8 mm;2560x1440;Color IPS TFT LCD display;24 bit/pixel;Yes;
2783;;127 mm;1080x1920;Color PVA TFT LCD display;24 bit/pixel;Yes;
2784;;139.7 mm;1440x2560;Color TN-TFT LCD display;24 bit/pixel;Yes;
2785;;138.6 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2786;;138.7 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2787;;88.9 mm;320x480;Color TN-TFT LCD display;24 bit/pixel;Yes;
2788;;114.2 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
2789;;132 mm;720x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2790;;131 mm;1440x2560;Color PVA TFT LCD display;24 bit/pixel;LED;
2791;;140 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
2792;;145.3 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2793;;126 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2794;;127 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
2795;;119.4 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
2796;;244 mm;800x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2797;;139.7 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2798;;109 mm;540x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
2799;;137.92 mm;1440x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2800;;178 mm;600x1024;Color IPS TFT LCD display;18 bit/pixel;Yes;
2801;;127 mm;540x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
2802;;133.6 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2803;;256.5 mm;1280x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
2804;;119.4 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2805;;213 mm;1600x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2806;;39 mm;240x240;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2807;;152.4 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2808;;126.5 mm;480x854;Color IPS TFT LCD display;24 bit/pixel;Yes;
2809;;144.78 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2810;;256.54 mm;1280x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2811;;94 mm;720x1280;Color TN-TFT LCD display;;Yes;
2812;;137 mm;720x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2813;;138.8 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2814;;114.3 mm;480x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
2815;;39.1 mm;;Color IPS TFT LCD display;24 bit/pixel;Yes;
2816;;81.3 mm;320x480;Color TN-TFT LCD display;24 bit/pixel;Yes;
2817;;177.2 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2818;;119.4 mm;720x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2819;;119 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2820;;36 mm;400x400;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2821;;88 mm;320x480;Color TN-TFT LCD display;18 bit/pixel;Yes;
2822;;33 mm;360x360;Color TN-TFT LCD display;24 bit/pixel;Yes;
2823;;203 mm;1920x1200;Color TN-TFT LCD display;24 bit/pixel;Yes;
2824;;101.4 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
2825;;86 mm;480x854;Color TN-TFT LCD display;24 bit/pixel;Yes;
2826;;119 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;Yes;
2827;;151.9 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2828;;66 mm;240x320;Color TN-TFT LCD display;24 bit/pixel;Yes;
2829;;304.8 mm;1280x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2830;;160.78 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2831;;176.53 mm;600x1024;Color IPS TFT LCD display;24 bit/pixel;Yes;
2832;;144 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2833;;256.5 mm;1920x1200;Color IPS TFT LCD display;24 bit/pixel;Yes;
2834;;125.73 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2835;;126.7 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2836;;152.4 mm;1440x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2837;;178 mm;800x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2838;;178 mm;;Color IPS TFT LCD display;24 bit/pixel;Yes;
2839;;;;Color TN-TFT LCD display;24 bit/pixel;Yes;
2840;;210.8 mm;1200x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2841;;467 mm;1920x1080;Color TN-TFT LCD display;24 bit/pixel;Yes;
2842;;203 mm;800x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2843;;132 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2844;;119 mm;540x960;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2845;;259 mm;2560x1800;Color TN-TFT LCD display;24 bit/pixel;Yes;
2846;;121.9 mm;720x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2847;;144.8 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2848;;317.5 mm;3840x2160;Color IPS TFT LCD display;24 bit/pixel;Yes;
2849;;317.5 mm;1920x1080;Color IPS TFT LCD display;24 bit/pixel;Yes;
2850;;200.66 mm;1536x2048;Color IPS TFT LCD display;24 bit/pixel;Yes;
2851;;38 mm;360x326;Color TN-TFT LCD display;24 bit/pixel;Yes;
2852;;139.7 mm;1080x1920;Color PM-OLED display;24 bit/pixel;Self-illuminating;
2853;;203 mm;800x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2854;;39.1 mm;240x240;Color TN-TFT LCD display;;Yes;
2855;;114.3 mm;;Color TN-TFT LCD display;24 bit/pixel;Yes;
2856;;122 mm;720x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2857;;39.1 mm;240x240;Color TN-TFT LCD display;24 bit/pixel;Yes;
2858;;96 mm;320x480;Color TN-TFT LCD display;24 bit/pixel;Yes;
2859;;172.7 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2860;;172.7 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2861;;33 mm;;Color TN-TFT LCD display;24 bit/pixel;Yes;
2862;;39.1 mm;240x240;Color IPS TFT LCD display;24 bit/pixel;Yes;
2863;;337.8 mm;3200x1800;Color IPS TFT LCD display;24 bit/pixel;Yes;
2864;;31 mm;240x240;Color IPS TFT LCD display;24 bit/pixel;Yes;
2865;;139.04 mm;1080x1800;Color ASV TFT LCD display;24 bit/pixel;Yes;
2866;;38 mm;360x360;Color TN-TFT LCD display;24 bit/pixel;Yes;
2867;;132 mm;1440x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2868;;177.3 mm;800x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2869;;139.7 mm;540x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
2870;;163.5 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2871;;137.9 mm;1440x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2872;;119 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2873;;81.2 mm;320x480;Color IPS TFT LCD display;24 bit/pixel;Yes;
2874;;116.8 mm;768x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2875;;139.7 mm;1440x2560;Color ASV TFT LCD display;24 bit/pixel;Yes;
2876;;38 mm;320x320;Color TN-TFT LCD display;;Yes;
2877;;129.4 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2878;;342.9 mm;3000x2000;Color IPS TFT LCD display;24 bit/pixel;Yes;
2879;;203.2 mm;1200x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2880;;256.54 mm;1200x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2881;;31 mm;240x240;Color TN-TFT LCD display;18 bit/pixel;Yes;
2882;;137.16 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2883;;134 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;Yes;
2884;;138.9 mm;2160x3840;Color IPS TFT LCD display;24 bit/pixel;LED;
2885;;101 mm;480x800;Color TN-TFT LCD display;;Yes;
2886;;81.28 mm;320x480;Color IPS TFT LCD display;24 bit/pixel;Yes;
2887;;31.8 mm;;color E Ink display;6 bit/pixel;LED;
2888;;127 mm;1280x720;Color TN-TFT LCD display;;Yes;
2889;;256.54 mm;800x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2890;;152 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2891;;119.4 mm;720x1280;Color IPS TFT LCD display;;Yes;
2892;;165.1 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2893;;178 mm;600x1024;Color IPS TFT LCD display;;Yes;
2894;;246.3 mm;768x1024;Color IPS TFT LCD display;24 bit/pixel;LED;
2895;;50.8 mm;360x480;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2896;;317.5 mm;3840x2160;Color IPS TFT LCD display;;Yes;
2897;;294.64 mm;1366x768;Color IPS TFT LCD display;24 bit/pixel;Yes;
2898;;304.8 mm;2160x1440;Color TN-TFT LCD display;24 bit/pixel;Yes;
2899;;151.9 mm;1440x2560;Color TN-TFT LCD display;24 bit/pixel;Yes;
2900;;440 mm;1920x1080;Color IPS TFT LCD display;24 bit/pixel;Yes;
2901;;28.5 mm;128x128;Color PM-OLED display;;Self-illuminating;
2902;;34.8 mm;360x325;Color TN-TFT LCD display;24 bit/pixel;Yes;
2903;;;360x325;Color TN-TFT LCD display;24 bit/pixel;Yes;
2904;;396.24 mm;3840x2160;Color IPS TFT LCD display;24 bit/pixel;Yes;
2905;;126 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2906;;125.7 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2907;;39.62 mm;360x330;Color TN-TFT LCD display;24 bit/pixel;Yes;
2908;;151.9 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2909;;64.5 mm;240x432;Color TN-TFT LCD display;;Yes;
2910;;32 mm;144x168;Monochrome TFT LCD display;;Yes;
2911;;;;Color PM-OLED display;;Self-illuminating;
2912;;33 mm;128x128;Color PM-OLED display;;Self-illuminating;
2913;;256.5 mm;1920x1200;Color TN-TFT LCD display;24 bit/pixel;Yes;
2914;;203.2 mm;1536x2048;Color IPS TFT LCD display;24 bit/pixel;Yes;
2915;;176.53 mm;600x1024;Color TN-TFT LCD display;24 bit/pixel;Yes;
2916;;33 mm;;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2917;;246 mm;768x1024;Color TN-TFT LCD display;24 bit/pixel;Yes;
2918;;124.46 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2919;;178 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2920;;128.52 mm;1440x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2921;;76.2 mm;240x320;Color TN-TFT LCD display;18 bit/pixel;Yes;
2922;;119 mm;540x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
2923;;140 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2924;;;160x160;Monochrome STN LCD display;4 bit/pixel;ELP;
2925;;36 mm;160x160;Monochrome STN LCD display;4 bit/pixel;ELP;
2926;;144.8 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2927;;138.7 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2928;;119.4 mm;720x1280;Color ASV TFT LCD display;24 bit/pixel;Yes;
2929;;35.3 mm;205x148;Color TN-TFT LCD display;;Yes;
2930;;88.3 mm;320x480;Color IPS TFT LCD display;24 bit/pixel;Yes;
2931;;99.3 mm;768x1280;Color AM-OLED display;;Self-illuminating;
2932;;144.8 mm;1440x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
2933;;140 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2934;;101.6 mm;480x800;Color TN-TFT LCD display;;Yes;
2935;;114.3 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
2936;;127 mm;720x1280;Color IPS TFT LCD display;;Yes;
2937;;114.3 mm;540x960;Color IPS TFT LCD display;;Yes;
2938;;114 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2939;;118.8 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2940;;;;Monochrome STN LCD display;1 bit/pixel;ELP;
2941;;38.6 mm;;Monochrome STN LCD display;1 bit/pixel;ELP;
2942;;44.7 mm;176x220;Color TN-TFT LCD display;18 bit/pixel;Yes;
2943;;116 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2944;;86.4 mm;480x854;Color TN-TFT LCD display;24 bit/pixel;Yes;
2945;;178 mm;600x1024;Color TN-TFT LCD display;24 bit/pixel;LED;
2946;;114.3 mm;480x854;Color TN-TFT LCD display;;Yes;
2947;;136.1 mm;1152x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2948;;119.4 mm;540x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
2949;;127 mm;480x854;Color TN-TFT LCD display;;Yes;
2950;;139.7 mm;800x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2951;;304.8 mm;2160x1440;Color IPS TFT LCD display;24 bit/pixel;Yes;
2952;;274.3 mm;1920x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2953;;139.7 mm;;Color TN-TFT LCD display;24 bit/pixel;Yes;
2954;;172.72 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2955;;203.2 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2956;;114 mm;1440x1440;Color IPS TFT LCD display;24 bit/pixel;Yes;
2957;;267 mm;2560x1600;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2958;;101.6 mm;;Color TN-TFT LCD display;24 bit/pixel;Yes;
2959;;36.83 mm;280x280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2960;;41.4 mm;320x320;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2961;;243.84 mm;1280x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
2962;;210 mm;1200x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
2963;;66.8 mm;320x432;Color TN-TFT LCD display;18 bit/pixel;Yes;
2964;;132 mm;720x1280;Color ASV TFT LCD display;24 bit/pixel;Yes;
2965;;141.9 mm;1600x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2966;;144.8 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;Yes;
2967;;178 mm;1200x1920;Color ASV TFT LCD display;24 bit/pixel;Yes;
2968;;116.8 mm;720x1280;Color PVA TFT LCD display;24 bit/pixel;Yes;
2969;;243.84 mm;800x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
2970;;32.5 mm;128x128;Color TN-TFT LCD display;;Yes;
2971;;114.3 mm;540x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
2972;;139.7 mm;480x854;Color TN-TFT LCD display;24 bit/pixel;Yes;
2973;;119.3 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
2974;;256 mm;2560x1600;Color TN-TFT LCD display;24 bit/pixel;Yes;
2975;;109.2 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
2976;;124.46 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
2977;;132.08 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2978;;266.7 mm;2560x1600;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2979;;139.7 mm;1440x2560;Color PVA TFT LCD display;24 bit/pixel;Yes;
2980;;256 mm;1280x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
2981;;178 mm;800x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
2982;;114.3 mm;480x854;Color TN-TFT LCD display;18 bit/pixel;Yes;
2983;;114 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
2984;;101.6 mm;480x800;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2985;;109.2 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
2986;;140 mm;1080x1920;Color PVA TFT LCD display;24 bit/pixel;Yes;
2987;;246.4 mm;1280x720;Color IPS TFT LCD display;24 bit/pixel;Yes;
2988;;129 mm;1440x2560;Color AM-OLED display;24 bit/pixel;Self-illuminating;
2989;;119.4 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
2990;;114.3 mm;480x800;Color PLS TFT LCD display;24 bit/pixel;Yes;
2991;;203.2 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
